0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:07 +0300] "OPTIONS /CouponsWeb/service/CustomerService/login HTTP/1.1" 200 691
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:07 +0300] "POST /CouponsWeb/service/CustomerService/login HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:07 +0300] "GET /CouponsWeb/service/SessionService/checkSession HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:08 +0300] "GET /CouponsWeb/service/CustomerService/coupon HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:11 +0300] "GET /CouponsWeb/service/SessionService/checkSession HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:11 +0300] "GET /CouponsWeb/service/SessionService/shop HTTP/1.1" 200 516
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:15 +0300] "OPTIONS /CouponsWeb/service/CustomerService/coupon HTTP/1.1" 200 1201
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:15 +0300] "POST /CouponsWeb/service/CustomerService/coupon HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:17 +0300] "POST /CouponsWeb/service/CustomerService/coupon HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:22 +0300] "GET /CouponsWeb/service/SessionService/checkSession HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:23 +0300] "GET /CouponsWeb/service/CustomerService/coupon HTTP/1.1" 200 516
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:29 +0300] "GET /CouponsWeb/service/SessionService/logout HTTP/1.1" 200 63
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:29 +0300] "GET /CouponsWeb/service/ServerService/info HTTP/1.1" 200 70
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:34 +0300] "OPTIONS /CouponsWeb/service/AdminService/login HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:34 +0300] "POST /CouponsWeb/service/AdminService/login HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:35 +0300] "GET /CouponsWeb/service/SessionService/checkSession HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:36:36 +0300] "GET /CouponsWeb/service/AdminService/income HTTP/1.1" 200 725
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:38:58 +0300] "GET /CouponsWeb/service/AdminService/customer HTTP/1.1" 200 577
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:39:00 +0300] "GET /CouponsWeb/service/AdminService/company HTTP/1.1" 200 660
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:39:01 +0300] "GET /CouponsWeb/service/AdminService/customer HTTP/1.1" 200 577
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:39:02 +0300] "GET /CouponsWeb/service/AdminService/incomecustomer?id=123 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [15/Jun/2018:08:39:18 +0300] "GET /CouponsWeb/service/AdminService/company HTTP/1.1" 200 660
